TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0.00,61286.00,1.00,1.00,0.00,7.00,0.00,16.00,213.00,3.00,1.00,9.00,13.00,12.00,"$22,793","$24,646",25.00,1.00,0.00,8.00,11.00,92.00%,39.00%,0.00,0.00,3.00,33.00%,1.00,0.00,108.00%
0.00,61383.00,0.00,0.00,0.00,10.00,0.00,9.00,170.00,6.00,0.00,3.00,4.00,9.00,"$45,102","$63,191",12.00,2.00,1.00,4.00,5.00,71.00%,53.00%,0.00,1.00,2.00,53.00%,1.00,1.00,44.00%
0.00,61438.00,0.00,0.00,0.00,6.00,4.00,6.00,241.00,4.00,0.00,1.00,4.00,9.00,"$9,944","$19,981",23.00,0.00,0.00,1.00,2.00,50.00%,64.00%,0.00,0.00,0.00,36.00%,0.00,0.00,44.00%
0.00,61502.00,0.00,0.00,0.00,0.00,9.00,1.00,137.00,9.00,0.00,2.00,4.00,8.00,"$26,078","$33,716",13.00,1.00,0.00,4.00,4.00,77.00%,50.00%,2.00,0.00,1.00,57.00%,0.00,1.00,50.00%
0.00,61516.00,1.00,0.00,0.00,8.00,1.00,4.00,39.00,2.00,1.00,1.00,5.00,13.00,"$40,107","$59,387",15.00,0.00,0.00,6.00,9.00,68.00%,88.00%,0.00,1.00,1.00,81.00%,2.00,1.00,38.00%
0.00,61553.00,3.00,2.00,1.00,1.00,3.00,0.00,166.00,11.00,0.00,1.00,1.00,2.00,"$2,474","$3,966",3.00,2.00,1.00,0.00,1.00,62.00%,60.00%,0.00,1.00,2.00,40.00%,1.00,1.00,50.00%
0.00,61683.00,0.00,0.00,0.00,4.00,1.00,12.00,135.00,9.00,0.00,3.00,6.00,6.00,"$9,943","$18,826",18.00,0.00,0.00,1.00,2.00,53.00%,63.00%,0.00,0.00,0.00,32.00%,0.00,0.00,100.00%
0.00,61713.00,0.00,0.00,0.00,2.00,1.00,1.00,291.00,6.00,0.00,2.00,4.00,9.00,"$32,984","$50,933",19.00,0.00,0.00,2.00,4.00,65.00%,79.00%,0.00,0.00,0.00,47.00%,0.00,0.00,44.00%
0.00,61719.00,1.00,1.00,0.00,4.00,1.00,2.00,131.00,15.00,0.00,0.00,4.00,9.00,"$48,802","$55,318",13.00,0.00,0.00,6.00,6.00,88.00%,69.00%,0.00,0.00,0.00,69.00%,1.00,0.00,44.00%
0.00,61773.00,1.00,0.00,1.00,2.00,2.00,3.00,99.00,3.00,1.00,4.00,7.00,5.00,$370,$647,6.00,0.00,0.00,0.00,2.00,57.00%,63.00%,0.00,0.00,0.00,63.00%,0.00,0.00,140.00%
0.00,61783.00,1.00,0.00,1.00,5.00,1.00,3.00,111.00,4.00,0.00,3.00,3.00,5.00,"$22,005","$33,285",6.00,0.00,0.00,1.00,1.00,66.00%,100.00%,0.00,0.00,0.00,83.00%,0.00,0.00,60.00%
0.00,61797.00,0.00,0.00,0.00,5.00,0.00,3.00,289.00,6.00,0.00,4.00,7.00,14.00,"$34,904","$1,00,724",22.00,0.00,0.00,3.00,7.00,35.00%,95.00%,0.00,0.00,0.00,64.00%,0.00,0.00,50.00%
0.00,61923.00,1.00,0.00,0.00,3.00,3.00,3.00,117.00,8.00,0.00,1.00,2.00,2.00,$995,"$1,017",3.00,0.00,0.00,2.00,2.00,98.00%,50.00%,0.00,0.00,0.00,50.00%,0.00,0.00,100.00%
0.00,61931.00,0.00,0.00,0.00,2.00,0.00,1.00,153.00,25.00,0.00,0.00,0.00,9.00,"$32,985","$43,468",16.00,0.00,0.00,3.00,4.00,76.00%,50.00%,2.00,0.00,1.00,50.00%,0.00,1.00,0.00%
0.00,62015.00,0.00,0.00,0.00,10.00,0.00,6.00,376.00,1.00,1.00,6.00,9.00,22.00,"$16,629","$91,255",34.00,0.00,0.00,3.00,3.00,18.00%,62.00%,0.00,0.00,0.00,56.00%,0.00,0.00,41.00%
0.00,62049.00,0.00,0.00,0.00,5.00,1.00,8.00,296.00,24.00,0.00,0.00,1.00,23.00,"$1,05,295","$1,38,502",29.00,0.00,0.00,8.00,9.00,76.00%,72.00%,1.00,0.00,1.00,64.00%,0.00,0.00,4.00%
0.00,62054.00,1.00,1.00,0.00,4.00,1.00,5.00,128.00,29.00,0.00,0.00,0.00,4.00,"$6,628","$7,895",12.00,0.00,0.00,2.00,2.00,84.00%,8.00%,2.00,2.00,4.00,33.00%,2.00,3.00,0.00%
0.00,62095.00,0.00,0.00,0.00,1.00,4.00,1.00,69.00,2.00,1.00,6.00,13.00,16.00,"$47,825","$63,169",28.00,0.00,0.00,5.00,6.00,76.00%,83.00%,0.00,0.00,0.00,55.00%,0.00,0.00,81.00%
0.00,62183.00,0.00,0.00,0.00,2.00,3.00,2.00,284.00,3.00,1.00,1.00,6.00,27.00,"$86,256","$1,40,264",40.00,0.00,0.00,5.00,9.00,62.00%,69.00%,0.00,0.00,0.00,64.00%,0.00,0.00,22.00%
0.00,62288.00,2.00,2.00,0.00,9.00,1.00,3.00,270.00,4.00,0.00,2.00,2.00,6.00,"$35,369","$36,434",16.00,9.00,2.00,2.00,2.00,97.00%,30.00%,1.00,3.00,21.00,22.00%,3.00,3.00,33.00%
0.00,62361.00,0.00,0.00,0.00,1.00,2.00,1.00,160.00,14.00,0.00,0.00,3.00,13.00,"$51,007","$65,328",18.00,0.00,0.00,8.00,9.00,78.00%,72.00%,0.00,0.00,1.00,72.00%,0.00,0.00,23.00%
0.00,62405.00,1.00,1.00,0.00,5.00,1.00,5.00,78.00,5.00,0.00,6.00,9.00,19.00,"$39,984","$68,117",29.00,0.00,0.00,6.00,8.00,59.00%,93.00%,0.00,0.00,1.00,66.00%,0.00,0.00,47.00%
0.00,62459.00,0.00,0.00,0.00,1.00,1.00,0.00,212.00,7.00,0.00,1.00,1.00,12.00,"$33,752","$57,317",21.00,0.00,0.00,3.00,5.00,59.00%,59.00%,0.00,0.00,0.00,55.00%,0.00,0.00,8.00%
0.00,62468.00,7.00,5.00,0.00,2.00,2.00,9.00,100.00,3.00,1.00,5.00,8.00,11.00,"$16,698","$26,564",14.00,1.00,1.00,6.00,7.00,63.00%,50.00%,1.00,1.00,1.00,61.00%,5.00,1.00,73.00%
0.00,62492.00,0.00,0.00,0.00,1.00,6.00,2.00,178.00,3.00,1.00,2.00,4.00,16.00,"$18,089","$28,180",30.00,0.00,0.00,5.00,6.00,64.00%,69.00%,0.00,0.00,0.00,50.00%,0.00,0.00,25.00%
0.00,62514.00,0.00,0.00,0.00,5.00,3.00,6.00,61.00,6.00,0.00,4.00,11.00,21.00,"$28,298","$87,656",26.00,0.00,0.00,3.00,4.00,32.00%,89.00%,0.00,0.00,0.00,78.00%,0.00,0.00,52.00%
0.00,62520.00,0.00,0.00,0.00,1.00,1.00,1.00,314.00,20.00,0.00,0.00,2.00,12.00,"$37,276","$48,475",19.00,0.00,0.00,4.00,6.00,77.00%,74.00%,0.00,0.00,0.00,63.00%,0.00,0.00,17.00%
0.00,62542.00,0.00,0.00,0.00,1.00,5.00,2.00,207.00,3.00,1.00,2.00,2.00,10.00,"$9,702","$32,116",11.00,0.00,0.00,1.00,2.00,30.00%,85.00%,0.00,0.00,1.00,77.00%,0.00,0.00,20.00%
0.00,62599.00,0.00,0.00,0.00,8.00,1.00,4.00,208.00,2.00,3.00,9.00,15.00,9.00,"$39,637","$52,930",19.00,0.00,0.00,3.00,5.00,75.00%,52.00%,1.00,0.00,0.00,33.00%,0.00,0.00,167.00%
0.00,62603.00,0.00,0.00,0.00,0.00,9.00,1.00,83.00,6.00,0.00,2.00,4.00,10.00,"$37,199","$77,663",15.00,0.00,0.00,2.00,2.00,48.00%,76.00%,0.00,0.00,0.00,59.00%,0.00,0.00,40.00%
0.00,62635.00,1.00,0.00,1.00,1.00,2.00,0.00,152.00,10.00,0.00,2.00,2.00,1.00,$0,$0,2.00,5.00,1.00,0.00,0.00,0.00%,25.00%,0.00,1.00,6.00,13.00%,1.00,1.00,200.00%
0.00,62851.00,5.00,5.00,0.00,0.00,,0.00,265.00,15.00,0.00,0.00,1.00,3.00,"$16,458","$22,475",3.00,0.00,0.00,1.00,1.00,73.00%,50.00%,0.00,1.00,1.00,75.00%,6.00,1.00,33.00%
0.00,62894.00,0.00,0.00,0.00,0.00,,0.00,224.00,3.00,2.00,5.00,6.00,9.00,"$26,804","$32,276",16.00,1.00,0.00,5.00,7.00,83.00%,65.00%,0.00,0.00,1.00,53.00%,0.00,0.00,67.00%
0.00,62928.00,6.00,4.00,0.00,3.00,2.00,4.00,204.00,77.00,0.00,0.00,0.00,3.00,"$3,309","$3,000",4.00,3.00,2.00,2.00,2.00,110.00%,14.00%,0.00,2.00,3.00,43.00%,3.00,2.00,0.00%
0.00,62974.00,0.00,0.00,0.00,0.00,12.00,4.00,115.00,2.00,2.00,5.00,10.00,17.00,"$34,351","$58,860",29.00,0.00,0.00,8.00,10.00,58.00%,59.00%,0.00,0.00,0.00,50.00%,0.00,0.00,59.00%
0.00,63028.00,0.00,0.00,0.00,3.00,1.00,9.00,97.00,12.00,0.00,2.00,4.00,9.00,"$24,256","$32,873",15.00,2.00,1.00,2.00,6.00,74.00%,39.00%,3.00,2.00,4.00,50.00%,2.00,3.00,44.00%
0.00,63037.00,1.00,0.00,1.00,6.00,0.00,5.00,251.00,3.00,1.00,3.00,5.00,8.00,"$39,717","$46,647",12.00,6.00,0.00,4.00,5.00,85.00%,40.00%,0.00,0.00,6.00,40.00%,0.00,0.00,63.00%
0.00,63047.00,1.00,0.00,1.00,0.00,,0.00,209.00,20.00,0.00,0.00,1.00,8.00,"$5,972","$15,015",17.00,9.00,2.00,2.00,4.00,40.00%,42.00%,0.00,2.00,11.00,31.00%,2.00,2.00,13.00%
0.00,63189.00,4.00,0.00,1.00,3.00,3.00,3.00,72.00,72.00,0.00,0.00,0.00,1.00,,,2.00,0.00,0.00,,,,100.00%,0.00,0.00,0.00,50.00%,3.00,0.00,0.00%
0.00,63416.00,0.00,0.00,0.00,2.00,1.00,2.00,346.00,11.00,0.00,1.00,5.00,14.00,"$25,213","$52,696",17.00,0.00,0.00,5.00,7.00,48.00%,71.00%,1.00,1.00,1.00,82.00%,1.00,1.00,36.00%
0.00,63429.00,0.00,0.00,0.00,4.00,1.00,0.00,85.00,1.00,1.00,4.00,8.00,19.00,"$25,238","$35,208",21.00,0.00,0.00,8.00,11.00,72.00%,91.00%,0.00,0.00,0.00,86.00%,0.00,0.00,42.00%
0.00,63533.00,1.00,0.00,0.00,0.00,18.00,0.00,277.00,11.00,0.00,1.00,6.00,25.00,"$36,936","$69,964",33.00,0.00,0.00,8.00,13.00,53.00%,88.00%,0.00,0.00,1.00,74.00%,0.00,0.00,24.00%
0.00,63666.00,0.00,0.00,0.00,2.00,3.00,5.00,239.00,8.00,0.00,1.00,1.00,7.00,"$45,162","$48,786",21.00,3.00,1.00,4.00,4.00,93.00%,63.00%,0.00,1.00,8.00,29.00%,1.00,1.00,14.00%
0.00,63766.00,0.00,0.00,0.00,6.00,1.00,5.00,124.00,15.00,0.00,0.00,2.00,3.00,"$1,022","$1,128",5.00,2.00,0.00,2.00,2.00,91.00%,38.00%,0.00,0.00,2.00,38.00%,0.00,0.00,67.00%
0.00,63799.00,4.00,4.00,0.00,3.00,2.00,2.00,136.00,6.00,0.00,1.00,1.00,5.00,"$6,716","$7,566",8.00,8.00,5.00,2.00,3.00,89.00%,35.00%,0.00,5.00,8.00,29.00%,7.00,5.00,20.00%
0.00,63917.00,13.00,13.00,0.00,2.00,4.00,3.00,81.00,1.00,1.00,1.00,1.00,1.00,$0,$0,1.00,1.00,0.00,,,0.00%,0.00%,0.00,1.00,3.00,33.00%,11.00,1.00,100.00%
0.00,63973.00,0.00,0.00,0.00,4.00,1.00,4.00,177.00,2.00,1.00,4.00,10.00,11.00,"$29,910","$38,612",24.00,5.00,2.00,6.00,6.00,77.00%,58.00%,0.00,2.00,9.00,35.00%,2.00,2.00,91.00%
0.00,63976.00,0.00,0.00,0.00,0.00,,0.00,83.00,2.00,1.00,3.00,5.00,6.00,"$9,398","$24,425",10.00,2.00,2.00,1.00,2.00,38.00%,41.00%,0.00,2.00,2.00,35.00%,2.00,2.00,83.00%
0.00,63995.00,0.00,0.00,0.00,2.00,1.00,1.00,186.00,36.00,0.00,0.00,0.00,9.00,"$74,370","$1,13,574",13.00,0.00,0.00,3.00,4.00,65.00%,23.00%,3.00,1.00,3.00,69.00%,1.00,2.00,0.00%
0.00,64102.00,0.00,0.00,0.00,7.00,1.00,15.00,157.00,4.00,0.00,4.00,7.00,11.00,"$38,890","$43,334",32.00,0.00,0.00,5.00,8.00,90.00%,36.00%,3.00,0.00,4.00,33.00%,0.00,1.00,64.00%
0.00,64106.00,0.00,0.00,0.00,0.00,10.00,2.00,134.00,9.00,0.00,3.00,4.00,11.00,"$36,741","$40,704",16.00,0.00,0.00,8.00,9.00,90.00%,100.00%,0.00,0.00,0.00,69.00%,0.00,0.00,36.00%
0.00,64116.00,0.00,0.00,0.00,1.00,6.00,2.00,77.00,11.00,0.00,1.00,1.00,2.00,"$5,086","$20,034",3.00,0.00,0.00,0.00,1.00,25.00%,40.00%,0.00,0.00,0.00,40.00%,0.00,0.00,50.00%
0.00,64193.00,23.00,22.00,0.00,5.00,0.00,4.00,80.00,5.00,0.00,1.00,2.00,2.00,$0,$0,4.00,2.00,1.00,,,0.00%,38.00%,0.00,1.00,3.00,25.00%,4.00,1.00,100.00%
0.00,64236.00,1.00,0.00,0.00,2.00,0.00,1.00,70.00,2.00,2.00,4.00,6.00,3.00,"$24,744","$24,942",13.00,0.00,0.00,3.00,3.00,99.00%,29.00%,1.00,0.00,1.00,18.00%,0.00,0.00,200.00%
0.00,64343.00,2.00,0.00,0.00,0.00,8.00,3.00,324.00,9.00,0.00,2.00,9.00,17.00,"$20,773","$53,156",35.00,1.00,1.00,5.00,6.00,39.00%,38.00%,3.00,1.00,2.00,46.00%,1.00,1.00,53.00%
0.00,64379.00,0.00,0.00,0.00,0.00,11.00,0.00,284.00,39.00,0.00,0.00,0.00,10.00,"$16,970","$38,284",15.00,3.00,2.00,2.00,3.00,44.00%,30.00%,3.00,3.00,8.00,50.00%,3.00,3.00,0.00%
0.00,64501.00,3.00,3.00,0.00,0.00,8.00,7.00,107.00,4.00,0.00,3.00,3.00,10.00,"$21,401","$27,117",21.00,0.00,0.00,6.00,7.00,79.00%,68.00%,0.00,0.00,1.00,45.00%,2.00,0.00,30.00%
0.00,64525.00,1.00,1.00,0.00,1.00,4.00,1.00,121.00,14.00,0.00,0.00,1.00,10.00,"$36,650","$38,157",13.00,1.00,0.00,6.00,6.00,96.00%,59.00%,0.00,0.00,1.00,59.00%,0.00,0.00,10.00%
0.00,64635.00,0.00,0.00,0.00,5.00,0.00,4.00,133.00,1.00,1.00,3.00,8.00,12.00,"$24,323","$41,520",15.00,3.00,0.00,4.00,4.00,59.00%,50.00%,3.00,0.00,3.00,50.00%,0.00,2.00,67.00%
0.00,64759.00,1.00,1.00,0.00,4.00,0.00,4.00,76.00,4.00,0.00,1.00,7.00,12.00,"$16,330","$32,801",15.00,0.00,0.00,4.00,6.00,50.00%,88.00%,0.00,0.00,0.00,75.00%,0.00,0.00,58.00%
0.00,64785.00,1.00,0.00,1.00,3.00,1.00,1.00,167.00,2.00,1.00,4.00,5.00,4.00,"$18,317","$18,584",13.00,9.00,0.00,3.00,3.00,99.00%,22.00%,0.00,0.00,9.00,17.00%,0.00,0.00,125.00%
0.00,64884.00,1.00,1.00,0.00,6.00,0.00,4.00,124.00,10.00,0.00,2.00,8.00,12.00,"$2,719","$20,108",35.00,1.00,0.00,1.00,1.00,14.00%,57.00%,0.00,1.00,1.00,26.00%,2.00,1.00,67.00%
0.00,64916.00,0.00,0.00,0.00,1.00,5.00,1.00,259.00,5.00,0.00,2.00,4.00,13.00,"$19,923","$26,133",18.00,1.00,0.00,7.00,7.00,76.00%,53.00%,3.00,0.00,2.00,68.00%,0.00,1.00,31.00%
0.00,64925.00,0.00,0.00,0.00,1.00,6.00,3.00,40.00,5.00,0.00,3.00,6.00,7.00,"$26,428","$40,589",10.00,0.00,0.00,3.00,3.00,65.00%,100.00%,0.00,0.00,0.00,70.00%,0.00,0.00,86.00%
0.00,64947.00,1.00,0.00,0.00,5.00,0.00,8.00,82.00,7.00,0.00,1.00,5.00,7.00,"$32,571","$50,399",16.00,1.00,1.00,4.00,5.00,65.00%,56.00%,0.00,1.00,1.00,39.00%,1.00,1.00,71.00%
0.00,65096.00,1.00,0.00,1.00,9.00,1.00,18.00,244.00,2.00,1.00,6.00,11.00,11.00,"$26,201","$34,396",19.00,11.00,6.00,6.00,9.00,76.00%,41.00%,0.00,7.00,11.00,32.00%,7.00,7.00,100.00%
0.00,65221.00,2.00,0.00,0.00,18.00,0.00,8.00,224.00,2.00,2.00,3.00,4.00,7.00,"$63,117","$68,028",10.00,0.00,0.00,6.00,7.00,93.00%,58.00%,1.00,0.00,0.00,58.00%,0.00,0.00,57.00%
0.00,65295.00,2.00,2.00,0.00,8.00,0.00,7.00,14.00,2.00,1.00,1.00,3.00,2.00,"$6,629","$8,307",2.00,0.00,0.00,1.00,2.00,80.00%,67.00%,0.00,0.00,0.00,67.00%,2.00,0.00,150.00%
0.00,65304.00,0.00,0.00,0.00,0.00,24.00,0.00,324.00,27.00,0.00,0.00,0.00,6.00,$139,"$1,583",15.00,0.00,0.00,0.00,0.00,9.00%,25.00%,2.00,0.00,3.00,38.00%,0.00,1.00,0.00%
0.00,65315.00,3.00,1.00,0.00,4.00,0.00,5.00,109.00,7.00,0.00,3.00,3.00,3.00,"$6,754","$7,286",9.00,0.00,0.00,2.00,2.00,93.00%,27.00%,1.00,0.00,0.00,27.00%,1.00,0.00,100.00%
0.00,65423.00,1.00,1.00,0.00,0.00,11.00,2.00,149.00,55.00,0.00,0.00,0.00,5.00,"$1,493","$3,884",11.00,8.00,5.00,1.00,1.00,38.00%,25.00%,2.00,6.00,11.00,25.00%,7.00,7.00,0.00%
0.00,65487.00,2.00,1.00,1.00,9.00,2.00,11.00,123.00,9.00,0.00,2.00,3.00,4.00,"$9,111","$14,152",5.00,1.00,0.00,1.00,2.00,64.00%,33.00%,0.00,1.00,3.00,44.00%,1.00,1.00,75.00%
0.00,65522.00,1.00,0.00,1.00,6.00,1.00,4.00,171.00,4.00,0.00,4.00,6.00,10.00,"$21,099","$24,457",13.00,2.00,0.00,7.00,8.00,86.00%,63.00%,0.00,0.00,2.00,63.00%,0.00,0.00,60.00%
0.00,65567.00,1.00,1.00,0.00,2.00,2.00,3.00,228.00,13.00,0.00,0.00,2.00,12.00,"$34,680","$47,415",27.00,0.00,0.00,6.00,8.00,73.00%,54.00%,1.00,0.00,0.00,43.00%,0.00,0.00,17.00%
0.00,65569.00,1.00,0.00,1.00,4.00,1.00,5.00,161.00,9.00,0.00,1.00,1.00,2.00,"$21,332","$23,702",5.00,4.00,2.00,1.00,1.00,90.00%,11.00%,2.00,2.00,5.00,22.00%,2.00,3.00,50.00%
0.00,65606.00,7.00,3.00,1.00,12.00,0.00,16.00,158.00,3.00,1.00,1.00,5.00,7.00,"$3,379","$7,213",6.00,2.00,1.00,1.00,3.00,47.00%,45.00%,1.00,1.00,4.00,64.00%,1.00,1.00,71.00%
0.00,65679.00,0.00,0.00,0.00,4.00,1.00,4.00,169.00,15.00,0.00,0.00,2.00,6.00,"$11,183","$14,098",13.00,3.00,0.00,2.00,4.00,79.00%,56.00%,0.00,0.00,3.00,38.00%,0.00,0.00,33.00%
0.00,65709.00,0.00,0.00,0.00,1.00,1.00,2.00,327.00,6.00,0.00,2.00,6.00,9.00,"$27,171","$47,533",23.00,0.00,0.00,3.00,4.00,57.00%,76.00%,0.00,0.00,0.00,36.00%,0.00,0.00,67.00%
0.00,65731.00,2.00,0.00,0.00,0.00,13.00,2.00,228.00,17.00,0.00,0.00,1.00,6.00,"$47,270","$60,293",10.00,0.00,0.00,4.00,6.00,78.00%,80.00%,0.00,0.00,0.00,60.00%,1.00,0.00,17.00%
0.00,65769.00,1.00,1.00,0.00,0.00,,0.00,120.00,8.00,0.00,1.00,2.00,4.00,$486,$531,4.00,2.00,0.00,2.00,2.00,92.00%,33.00%,1.00,0.00,2.00,67.00%,1.00,0.00,50.00%
0.00,65779.00,0.00,0.00,0.00,0.00,7.00,2.00,224.00,7.00,0.00,2.00,4.00,13.00,"$21,376","$63,284",21.00,0.00,0.00,0.00,2.00,34.00%,61.00%,0.00,0.00,0.00,57.00%,0.00,0.00,31.00%
0.00,65841.00,2.00,2.00,0.00,2.00,0.00,4.00,120.00,5.00,0.00,2.00,4.00,6.00,"$4,763","$6,963",9.00,1.00,1.00,4.00,4.00,68.00%,55.00%,0.00,1.00,3.00,55.00%,2.00,1.00,67.00%
0.00,65857.00,0.00,0.00,0.00,2.00,3.00,2.00,398.00,5.00,0.00,1.00,1.00,10.00,"$23,095","$38,661",25.00,0.00,0.00,3.00,5.00,60.00%,64.00%,0.00,0.00,0.00,40.00%,0.00,0.00,10.00%
0.00,65919.00,0.00,0.00,0.00,3.00,3.00,2.00,91.00,21.00,0.00,0.00,2.00,5.00,"$11,376","$23,302",8.00,0.00,0.00,1.00,3.00,49.00%,78.00%,0.00,0.00,0.00,56.00%,0.00,0.00,40.00%
0.00,65927.00,1.00,1.00,0.00,1.00,3.00,1.00,145.00,3.00,1.00,1.00,6.00,13.00,"$13,855","$46,123",24.00,0.00,0.00,0.00,1.00,30.00%,56.00%,0.00,0.00,0.00,48.00%,1.00,0.00,46.00%
0.00,65931.00,0.00,0.00,0.00,3.00,2.00,2.00,234.00,5.00,0.00,1.00,4.00,15.00,"$59,204","$83,055",25.00,0.00,0.00,10.00,10.00,71.00%,68.00%,0.00,0.00,1.00,60.00%,0.00,0.00,27.00%
0.00,65979.00,0.00,0.00,0.00,3.00,1.00,1.00,80.00,4.00,0.00,2.00,6.00,9.00,"$30,046","$46,690",9.00,0.00,0.00,4.00,6.00,64.00%,62.00%,0.00,0.00,0.00,69.00%,0.00,0.00,67.00%
0.00,66053.00,2.00,1.00,0.00,1.00,4.00,0.00,87.00,10.00,0.00,1.00,1.00,5.00,"$3,469","$4,427",7.00,2.00,2.00,3.00,3.00,78.00%,33.00%,0.00,3.00,4.00,56.00%,4.00,3.00,20.00%
0.00,66092.00,1.00,1.00,0.00,2.00,3.00,2.00,131.00,3.00,1.00,2.00,8.00,10.00,"$6,641","$15,269",14.00,0.00,0.00,4.00,4.00,43.00%,65.00%,0.00,0.00,0.00,59.00%,1.00,0.00,80.00%
0.00,66110.00,0.00,0.00,0.00,2.00,0.00,1.00,181.00,7.00,0.00,1.00,2.00,7.00,"$30,284","$41,402",16.00,0.00,0.00,5.00,5.00,73.00%,47.00%,3.00,0.00,0.00,41.00%,0.00,0.00,29.00%
0.00,66164.00,0.00,0.00,0.00,6.00,0.00,6.00,277.00,8.00,0.00,1.00,3.00,17.00,"$28,585","$45,102",26.00,5.00,4.00,6.00,11.00,63.00%,53.00%,0.00,4.00,8.00,50.00%,4.00,4.00,18.00%
0.00,66186.00,1.00,0.00,1.00,8.00,1.00,5.00,228.00,4.00,0.00,1.00,3.00,6.00,"$38,830","$52,634",12.00,14.00,4.00,2.00,3.00,74.00%,27.00%,0.00,5.00,18.00,23.00%,5.00,5.00,50.00%
0.00,66191.00,1.00,1.00,0.00,2.00,2.00,0.00,107.00,2.00,1.00,1.00,1.00,5.00,"$1,818","$3,158",5.00,1.00,0.00,2.00,2.00,58.00%,57.00%,0.00,0.00,1.00,71.00%,1.00,0.00,20.00%
0.00,66201.00,4.00,0.00,0.00,2.00,1.00,1.00,288.00,11.00,0.00,2.00,4.00,5.00,"$2,753","$3,245",12.00,0.00,0.00,2.00,2.00,85.00%,40.00%,3.00,0.00,2.00,33.00%,2.00,1.00,80.00%
0.00,66220.00,0.00,0.00,0.00,0.00,12.00,1.00,379.00,14.00,0.00,0.00,1.00,9.00,"$14,226","$16,799",15.00,2.00,1.00,5.00,6.00,85.00%,63.00%,0.00,1.00,6.00,47.00%,1.00,1.00,11.00%
0.00,66254.00,0.00,0.00,0.00,1.00,3.00,0.00,250.00,8.00,0.00,1.00,6.00,13.00,"$15,954","$40,130",15.00,0.00,0.00,3.00,3.00,40.00%,50.00%,3.00,0.00,0.00,65.00%,0.00,0.00,46.00%
0.00,66314.00,1.00,0.00,1.00,4.00,1.00,3.00,241.00,25.00,0.00,0.00,0.00,3.00,$0,"$1,854",11.00,14.00,14.00,,,0.00%,15.00%,0.00,14.00,14.00,11.00%,15.00,14.00,0.00%
0.00,66328.00,0.00,0.00,0.00,1.00,4.00,1.00,262.00,21.00,0.00,0.00,1.00,9.00,"$24,618","$25,466",10.00,0.00,0.00,7.00,7.00,97.00%,90.00%,0.00,0.00,0.00,90.00%,0.00,0.00,11.00%
0.00,66338.00,4.00,2.00,0.00,1.00,0.00,0.00,113.00,27.00,0.00,0.00,0.00,5.00,"$11,304","$22,418",7.00,1.00,0.00,1.00,2.00,50.00%,33.00%,0.00,1.00,4.00,42.00%,1.00,1.00,0.00%
0.00,66365.00,2.00,2.00,0.00,1.00,4.00,1.00,158.00,4.00,0.00,3.00,4.00,8.00,"$27,254","$40,090",15.00,0.00,0.00,4.00,6.00,68.00%,53.00%,0.00,0.00,4.00,47.00%,2.00,0.00,50.00%
0.00,66409.00,0.00,0.00,0.00,0.00,10.00,0.00,244.00,20.00,0.00,0.00,1.00,7.00,"$54,503","$64,050",20.00,0.00,0.00,4.00,4.00,85.00%,55.00%,0.00,0.00,0.00,32.00%,0.00,0.00,14.00%
0.00,66419.00,0.00,0.00,0.00,2.00,1.00,5.00,150.00,2.00,1.00,2.00,9.00,18.00,"$26,991","$38,621",29.00,6.00,3.00,6.00,6.00,70.00%,58.00%,0.00,3.00,8.00,50.00%,3.00,3.00,50.00%
0.00,66613.00,0.00,0.00,0.00,3.00,1.00,1.00,290.00,14.00,0.00,0.00,2.00,15.00,"$20,725","$59,687",22.00,0.00,0.00,5.00,6.00,35.00%,78.00%,0.00,0.00,0.00,65.00%,0.00,0.00,13.00%
0.00,66858.00,4.00,4.00,0.00,5.00,0.00,4.00,179.00,10.00,0.00,1.00,3.00,1.00,$0,$0,9.00,2.00,1.00,,,0.00%,33.00%,2.00,2.00,3.00,8.00%,5.00,3.00,300.00%
0.00,66902.00,0.00,0.00,0.00,0.00,22.00,0.00,230.00,4.00,0.00,1.00,3.00,10.00,"$25,086","$37,331",18.00,0.00,0.00,2.00,4.00,67.00%,78.00%,0.00,0.00,0.00,56.00%,0.00,0.00,30.00%
0.00,67006.00,0.00,0.00,0.00,7.00,0.00,5.00,258.00,5.00,0.00,6.00,7.00,17.00,"$28,703","$60,176",30.00,1.00,1.00,6.00,9.00,48.00%,58.00%,3.00,1.00,2.00,52.00%,1.00,1.00,41.00%
0.00,67142.00,0.00,0.00,0.00,0.00,,0.00,255.00,37.00,0.00,0.00,0.00,4.00,"$14,898","$23,000",11.00,0.00,0.00,2.00,2.00,65.00%,55.00%,0.00,0.00,0.00,36.00%,0.00,0.00,0.00%
0.00,67173.00,1.00,1.00,0.00,2.00,3.00,1.00,147.00,24.00,0.00,0.00,2.00,4.00,"$1,754","$3,809",10.00,2.00,2.00,2.00,2.00,46.00%,25.00%,3.00,2.00,7.00,33.00%,2.00,3.00,50.00%
